timestamp_unix,timestamp_iso,participant_full_id,activity_intensity,missing_value_reason
1768453440000,2026-01-15T05:04:00Z,1788-1-1-GV,,device_not_recording
1768453500000,2026-01-15T05:05:00Z,1788-1-1-GV,,device_not_recording
1768453560000,2026-01-15T05:06:00Z,1788-1-1-GV,,device_not_recording
1768453620000,2026-01-15T05:07:00Z,1788-1-1-GV,,device_not_recording
1768453680000,2026-01-15T05:08:00Z,1788-1-1-GV,,device_not_recording
1768453740000,2026-01-15T05:09:00Z,1788-1-1-GV,,device_not_recording
1768453800000,2026-01-15T05:10:00Z,1788-1-1-GV,,device_not_recording
1768453860000,2026-01-15T05:11:00Z,1788-1-1-GV,,device_not_recording
1768453920000,2026-01-15T05:12:00Z,1788-1-1-GV,,device_not_recording
1768453980000,2026-01-15T05:13:00Z,1788-1-1-GV,,device_not_recording
1768454040000,2026-01-15T05:14:00Z,1788-1-1-GV,,device_not_recording
1768454100000,2026-01-15T05:15:00Z,1788-1-1-GV,,device_not_recording
1768454160000,2026-01-15T05:16:00Z,1788-1-1-GV,,device_not_recording
1768454220000,2026-01-15T05:17:00Z,1788-1-1-GV,,device_not_recording
1768454280000,2026-01-15T05:18:00Z,1788-1-1-GV,,device_not_recording
1768454340000,2026-01-15T05:19:00Z,1788-1-1-GV,,device_not_recording
1768454400000,2026-01-15T05:20:00Z,1788-1-1-GV,,device_not_recording
1768454460000,2026-01-15T05:21:00Z,1788-1-1-GV,,device_not_recording
1768454520000,2026-01-15T05:22:00Z,1788-1-1-GV,,device_not_recording
1768454580000,2026-01-15T05:23:00Z,1788-1-1-GV,,device_not_recording
1768454640000,2026-01-15T05:24:00Z,1788-1-1-GV,,device_not_recording
1768454700000,2026-01-15T05:25:00Z,1788-1-1-GV,,device_not_recording
1768454760000,2026-01-15T05:26:00Z,1788-1-1-GV,,device_not_recording
1768454820000,2026-01-15T05:27:00Z,1788-1-1-GV,,device_not_recording
1768454880000,2026-01-15T05:28:00Z,1788-1-1-GV,,device_not_recording
1768454940000,2026-01-15T05:29:00Z,1788-1-1-GV,,device_not_recording
1768455000000,2026-01-15T05:30:00Z,1788-1-1-GV,,device_not_recording
1768455060000,2026-01-15T05:31:00Z,1788-1-1-GV,,device_not_recording
1768455120000,2026-01-15T05:32:00Z,1788-1-1-GV,,device_not_recording
1768455180000,2026-01-15T05:33:00Z,1788-1-1-GV,,device_not_recording
1768455240000,2026-01-15T05:34:00Z,1788-1-1-GV,,device_not_recording
1768455300000,2026-01-15T05:35:00Z,1788-1-1-GV,,device_not_recording
1768455360000,2026-01-15T05:36:00Z,1788-1-1-GV,,device_not_recording
1768455420000,2026-01-15T05:37:00Z,1788-1-1-GV,,device_not_recording
1768455480000,2026-01-15T05:38:00Z,1788-1-1-GV,,device_not_recording
1768455540000,2026-01-15T05:39:00Z,1788-1-1-GV,,device_not_recording
1768455600000,2026-01-15T05:40:00Z,1788-1-1-GV,,device_not_recording
1768455660000,2026-01-15T05:41:00Z,1788-1-1-GV,,device_not_recording
1768455720000,2026-01-15T05:42:00Z,1788-1-1-GV,,device_not_recording
1768455780000,2026-01-15T05:43:00Z,1788-1-1-GV,,device_not_recording
1768455840000,2026-01-15T05:44:00Z,1788-1-1-GV,,device_not_recording
1768455900000,2026-01-15T05:45:00Z,1788-1-1-GV,,device_not_recording
1768455960000,2026-01-15T05:46:00Z,1788-1-1-GV,,device_not_recording
1768456020000,2026-01-15T05:47:00Z,1788-1-1-GV,,device_not_recording
1768456080000,2026-01-15T05:48:00Z,1788-1-1-GV,,device_not_recording
1768456140000,2026-01-15T05:49:00Z,1788-1-1-GV,,device_not_recording
1768456200000,2026-01-15T05:50:00Z,1788-1-1-GV,,device_not_recording
1768456260000,2026-01-15T05:51:00Z,1788-1-1-GV,,device_not_recording
1768456320000,2026-01-15T05:52:00Z,1788-1-1-GV,,device_not_recording
1768456380000,2026-01-15T05:53:00Z,1788-1-1-GV,,device_not_recording
